"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"wyczuwaj¹c";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wyæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wydaæ";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0,00573315578984534;0;0;0,0032876857980706;0;0;0,00183915096624742;0;0
"wydanie";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0,00401717663475322;0;0,00082192144951765;0;0;0,000613050322082472;0;0
"wydarzenie";0;0;0;0;0,000755387482792779;0,000405002480051275;0;0,00156153732169396;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0,000612570942950585;0;0,000523535879163312;0;0,00437724534730915
"wydarzyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0,00117590375040261;0;0;0;0;0
"wydawaæ";0;0;0;0;0,000188846870698195;0,000405002480051275;0;0,00156153732169396;0;0;0;0;0;0,00114452648907997;0,000467939148632695;0,000612570942950585;0,00480701125413586;0,00174511959721104;0;0
"wydobyæ";0;0;0;0;0;0;0,00201990080750274;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wydostaæ";0;0;0;0,000467457829917371;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wydostawaæ";0;0;0;0;0,000390995084880887;0,00167706225132733;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"wyeliminowaæ";0;0;0;0;0,00142368346923744;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"wygl¹d";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wygl¹daæ";0;0;0;0;0,000331704013555337;0;0;0;0;0;0,00545053543400789;0;0,0120515299042597;0;0;0;0;0,000306525161041236;0;0
"wyg³aszaæ";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"wygoda";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"wygodny";0;0;0;0;0;0;0;0;0;0,00732600732600733;0;0,00493827160493827;0,0069204152249135;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"wygraæ";0;0;0;0;0,00273696559416621;0;0;0,00107768693824631;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wygrana";0;0;0;0;0,000857142857142857;0,00122549019607843;0,0014760147601476;0,000262501640635254;0;0;0;0;0;0;0,000707964601769912;0;0;0;0;0
"wygrywaæ";0;0;0;0,000451555284333856;0,000755387482792779;0,0016200099202051;0,00195118537990755;0,000347008293709768;0;0;0;0;0;0,00114452648907997;0;0,000612570942950585;0;0,000174511959721104;0;0
"wyjaœniaæ";0;0;0;0,00129340151394514;0,000432735192237074;0,000464023643636568;0,00223553235842031;0,000397577942729954;0;0;0;0;0;0;0,00214452838630762;0;0;0,000399887306357692;0;0
"wyjaœnienie";0;0;0;0,000467457829917371;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wyjawiaæ";0;0;0;0;0,00117298525464266;0,000838531125663666;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"wyjawiæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"wyjazd";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0;0;0
"wyj¹æ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"wyj¹tkowy";0;0;0;0;0;0;0;0,000359228979415436;0;0;0,00642480186423992;0;0;0;0,000968837378465914;0;0;0;0;0
"wyjechaæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0,00473933436219256;0;0;0;0,000361315589988938;0;0
"wyje¿d¿aæ";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0,00402065470976167;0,00082192144951765;0;0;0,000306525161041236;0;0
"wyjmowaæ";0,00960338804970599;0;0;0,000467457829917371;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wyjœcie";0;0;0,00967470039536401;0;0;0;0;0,000914264901517533;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0
"wyjœæ";0;0;0;0,000593327273839866;0,000248137942023744;0;0;0,000455956318195618;0;0;0;0;0;0;0,000614855077580958;0,000804896012125211;0;0,000458604777337612;0;0
"wykazaæ";0;0,00826446280991736;0;0;0;0;0;0;0,00840336134453781;0;0;0;0;0;0,000707964601769912;0,00185356811862836;0;0;0,0148148148148148;0
"wykazywaæ";0;0,00959474419374943;0;0;0;0;0;0,000304754967172511;0;0;0;0,00573315578984534;0;0;0;0;0;0,000919575483123708;0;0
"wyk¹paæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wykonaæ";0,00463834419258724;0,00546251278879075;0;0,000225777642166928;0;0;0;0,000694016587419537;0;0;0,00310311759363231;0,0032640199873762;0;0;0;0,00122514188590117;0;0,000349023919442208;0;0
"wykonywaæ";0;0;0;0;0,000390995084880887;0;0;0,00143691591766174;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"wykoñczenie";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0,00820229159231447;0;0;0;0;0;0;0;0
"wykorzystaæ";0,00531429183449038;0,00625856682987503;0;0,000258680302789028;0;0,0013920709309097;0;0,000198788971364977;0;0;0;0;0;0;0,00107226419315381;0;0;0,000599830959536538;0;0
"wykorzystuj¹c";0;0;0;0,000793143670328732;0,00132681605422135;0;0;0,000609509934345022;0;0;0;0;0;0;0;0,00107596297260767;0;0;0;0
"wykorzystywaæ";0;0;0;0,00277600284615056;0,0026536321084427;0,00284550011628353;0;0;0;0;0;0;0;0;0,0016438428990353;0;0;0;0;0
"wykradaæ";0;0;0;0,000567366028161804;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wykryæ";0;0;0;0,00170209808448541;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wykrzykiwaæ";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"wyleczyæ";0,00960338804970599;0;0;0,000467457829917371;0;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wylewaæ";0;0;0;0,000467457829917371;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wy³¹czenie";0;0;0;0,000567366028161804;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wy³¹czny";0;0;0;0;0;0;0;0;0;0,00850523111680352;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0,00859973368476801;0
"wy³oniæ";0;0;0;0,000934915659834742;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"wymagaæ";0;0,00717754377754631;0;0;0;0;0;0;0;0;0,00407738402386433;0,00428880393621286;0,00601026157150936;0;0,000614855077580958;0,000804896012125211;0;0;0;0
"wymiar";0;0;0;0,000396571835164366;0,000663408027110675;0;0;0;0;0;0;0,00573315578984534;0;0;0;0;0;0;0;0,00768850362545484
"wymieniaæ";0;0;0;0;0;0;0;0,000359228979415436;0;0,0100255149969458;0;0;0;0;0;0;0;0,00108394676996681;0;0
"wymieniæ";0;0;0;0;0;0;0;0,000227978159097809;0;0;0;0;0,00300513078575468;0;0,00122971015516192;0,000804896012125211;0;0,000458604777337612;0,00643320590431928;0
"wymierzyæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"wymioty";0;0,0137269755987081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123034373884717;0
"wymusiæ";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wymuszaæ";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0,00768850362545484
"wymykaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wynaj¹æ";0;0;0;0;0,000992551768094975;0;0;0,000455956318195618;0;0;0;0;0;0,00300773263059083;0,00122971015516192;0;0;0,000229302388668806;0;0,0115030834050742
"wynajmowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"wynik";0;0,0142561401033069;0,0035937353177086;0,000294618779248528;0,000246427564642876;0,000528490487898324;0;0,000226406740057767;0,00724786954831987;0;0;0,00212962092901251;0;0;0;0;0;0,000113860920957104;0,00319443139351876;0,00285594859685452
"wynikaæ";0;0;0;0;0;0,000711375029070883;0;0,000304754967172511;0;0;0;0,00573315578984534;0;0;0;0;0;0,00122610064416494;0;0
"wynosiæ";0;0,02261955036501;0;0;0;0;0;0;0;0;0,00642480186423992;0;0;0;0,000968837378465914;0;0;0;0;0
"wypada";0;0;0;0,00170209808448541;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wypadek";0;0;0;0;0,000285714285714286;0;0;0,00131250820317627;0;0;0,00469483568075117;0;0;0;0;0,00092678405931418;0;0,00105610561056106;0;0
"wypaœæ";0;0;0;0;0,00332192809488736;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wype³niæ";0;0;0;0;0,000285714285714286;0,000612745098039216;0;0,000787504921905762;0;0;0;0;0;0;0;0,00092678405931418;0;0,00105610561056106;0;0
"wypiæ";0;0;0;0;0;0;0,00245160745010137;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"wypijaæ";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"wypluwaæ";0;0;0;0,0011897155054931;0,000663408027110675;0,00142275005814177;0,00171360007002757;0;0;0;0;0;0;0;0;0;0;0;0;0
"wypominaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"wyposa¿enie";0;0;0;0;0;0;0;0;0;0;0;0,00820229159231447;0,0172418413229448;0;0;0;0;0;0;0
"wyposa¿yæ";0;0;0;0;0;0;0;0;0;0;0,0128496037284798;0;0,00473523459198306;0;0;0,0012682880417823;0;0;0;0
"wypowiadaæ";0;0;0,0114040233090259;0,000467457829917371;0;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wypowiedzieæ";0;0;0;0;0;0,000711375029070883;0,00171360007002757;0;0;0;0;0;0;0;0,00082192144951765;0;0;0,000613050322082472;0;0
"wyprawa";0;0;0;0;0;0;0;0,00213328477020758;0;0;0;0;0;0;0;0,00215192594521535;0;0,00214567612728865;0;0,0153770072509097
"wyprawiaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wyprawiæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0;0;0
"wyprowadzaæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wyprzedzaæ";0;0;0;0,000467457829917371;0;0;0,00201990080750274;0;0;0;0;0,00675793973868199;0;0;0;0;0;0;0;0
"wypuszczaæ";0;0;0;0;0,000390995084880887;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wypuœciæ";0;0;0;0,000396571835164366;0,000663408027110675;0;0;0;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0
"wypychaæ";0;0;0;0,00113473205632361;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wypytywaæ";0;0;0;0;0;0;0;0,00143691591766174;0;0;0;0;0;0,00710900154328885;0;0;0;0,00216789353993363;0;0
"wyraz";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"wyraŸny";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0;0,00082192144951765;0,00215192594521535;0;0,000306525161041236;0;0
"wyra¿aæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,0013156150870841;0;0
"wyrok";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wyrównaæ";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"wyró¿niaæ";0;0;0;0;0;0;0;0;0;0;0;0;0,00473523459198306;0;0;0;0;0,000361315589988938;0,010136909608023;0
"wyruszaæ";0,00531429183449038;0;0;0;0,000216367596118537;0,00278414186181941;0,00447106471684061;0,000198788971364977;0;0;0;0;0;0,00131131876435477;0;0;0;0,000399887306357692;0;0
"wyruszyæ";0,00701754385964912;0;0;0,000341588385994876;0,000285714285714286;0;0;0,00183751148444678;0;0;0;0;0;0;0;0;0;0,000528052805280528;0;0
"wyrywaæ";0;0;0;0,00170209808448541;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wyrz¹dziæ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0;0;0,00092678405931418;0;0,000528052805280528;0;0
"wyrzucaæ";0;0;0;0,00158628734065746;0,0149266806099902;0,000711375029070883;0;0;0;0;0;0;0;0;0,00082192144951765;0;0;0;0;0
"wyrzuciæ";0;0;0;0,000467457829917371;0,00469194101857064;0;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"wyrzut";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"wysadzaæ";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wysepka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"wysi³ek";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"wyskakiwaæ";0;0;0;0;0,000949122312824961;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wys³aæ";0;0;0,00723735664235919;0;0;0,00106431715328812;0;0,00205180343188028;0;0;0;0;0;0,00300773263059083;0;0,00160979202425042;0;0,00321023344136329;0;0
"wys³annik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0,0109997619036005
"wys³uchaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wys³uchiwaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"wysoki";0;0;0;0,000147309389624264;0;0;0;0,000113203370028884;0,00724786954831987;0,00947798325549522;0,00607391884683144;0,00638886278703752;0,0014922084364188;0;0,000305308487168165;0,00199836996350803;0,00313635082272751;0;0,00319443139351876;0
"wysoko";0;0;0;0;0;0;0;0;0;0;0,015595906548767;0;0;0;0;0;0;0,000438538362361368;0;0
"wysokoprê¿ny";0;0;0;0;0;0;0;0;0;0,0100255149969458;0,00642480186423992;0;0,00473523459198306;0;0;0;0;0;0;0
"wyspa";0,00350877192982456;0;0,00833333333333333;0,000341588385994876;0,00157142857142857;0,00183823529411765;0,0044280442804428;0;0;0;0;0;0;0;0,000353982300884956;0,00046339202965709;0;0,000396039603960396;0;0,00662251655629139
"wystarczaæ";0;0;0;0;0,000331704013555337;0;0;0;0;0;0;0;0,00401717663475322;0;0;0;0;0,000306525161041236;0,00859973368476801;0
"wystarczaj¹co";0;0;0;0;0;0,00101774757809049;0;0;0;0,0121682347798072;0;0;0;0;0;0;0;0;0;0
"wystarczyæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00235180750080521;0;0;0;0;0
"wystawiæ";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0;0;0;0;0;0;0;0,0109997619036005
"wyst¹piæ";0;0;0;0;0,000781990169761773;0;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0,010136909608023;0
"wystêpowaæ";0;0,0163875383663723;0;0;0;0;0;0;0,00555431972641749;0,0193689098151994;0,00310311759363231;0,00652803997475241;0;0,00114452648907997;0,000467939148632695;0;0,0240350562706793;0;0;0
"wysuwaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"wysy³aæ";0;0;0;0,000296663636919933;0,000248137942023744;0,00266079288322029;0;0,000911912636391236;0;0;0;0;0;0;0,000614855077580958;0;0;0,00206372149801925;0;0
"wytrzymywaæ";0;0;0;0,000467457829917371;0,000390995084880887;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wytwarzaæ";0;0;0;0;0;0;0;0;0;0,00850523111680352;0,00545053543400789;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"wytyczna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"wywo³aæ";0;0,00476034336134318;0;0,0001967554386755;0,00016457187049215;0;0;0,000151201351023107;0,00484034913212206;0;0;0;0;0,00099740527571;0,000407788705644265;0;0,008378204315964;0,000152079616296376;0;0
"wywo³ywaæ";0;0;0;0,0023794310109862;0,000663408027110675;0;0;0;0;0;0;0;0;0;0;0;0,0084433748904995;0;0,017199467369536;0
"wyznaczaæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"wyznaczyæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"wyznawaæ";0;0;0;0,000593327273839866;0,000248137942023744;0;0;0,00113989079548904;0;0;0;0;0;0;0,00245942031032383;0,000804896012125211;0;0,00114651194334403;0;0
"wyzwanie";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"wyzwoliæ";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"wyzywaæ";0;0;0;0;0,00156398033952355;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wy¿ej";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123034373884717;0
"wy¿szy";0;0;0;0;0,000390995084880887;0,000838531125663666;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"wzajemny";0;0;0;0;0,000949122312824961;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"wzbudzaæ";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"wzbudziæ";0;0;0;0;0;0;0;0;0,0114998554376731;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"wzburzyæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"wzgl¹d";0;0;0;0,000225777642166928;0;0;0;0;0;0,00484222745379986;0;0,0032640199873762;0,00228707282852485;0,00114452648907997;0,000467939148632695;0;0;0;0,0048960299810643;0,00437724534730915
"wzglêdem";0;0;0;0;0;0;0;0;0;0;0,00938967136150235;0;0,00346020761245675;0,00173160173160173;0;0,00092678405931418;0;0,000264026402640264;0;0
"wzglêdny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"wzgórze";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"wzi¹æ";0;0;0;0,000258680302789028;0,00151457317282976;0,000464023643636568;0,00335329853763046;0,000993944856824884;0;0;0;0;0;0;0;0,00140368227324352;0;0,000399887306357692;0;0
"wzmocniæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"wzrost";0;0;0;0,000396571835164366;0;0,00142275005814177;0,00171360007002757;0,000609509934345022;0;0;0;0;0;0;0;0;0;0;0;0
"wzywaæ";0,00531429183449038;0;0;0,00103472121115611;0,000649102788355611;0;0;0,00159031177091981;0;0;0;0;0;0;0,00160839628973072;0,00070184113662176;0;0,00179949287860961;0;0
"yajirobe";0;0;0;0;0,00142368346923744;0;0,00490321490020275;0;0;0;0;0;0;0;0;0;0;0;0;0
"yamcha";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"yamê";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"yennefer";0,0162942322448236;0;0,029024101186092;0;0;0;0;0;0;0;0;0;0;0,0402065470976167;0;0;0;0;0;0,00768850362545484
"ygritte";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00193767475693183;0,0114145923760407;0;0,00144526235995575;0;0
"yinchá";0;0;0;0;0,00332192809488736;0;0,0147096447006082;0;0;0;0;0;0;0;0;0;0;0;0;0
"yoren";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,00263123017416821;0;0
"yunkai";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0,00307871000452953;0;0;0;0
"zaanga¿owaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zaaran¿owaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zaatakowaæ";0,00350877192982456;0;0;0,00256191289496157;0,001;0;0;0,000525003281270508;0,00420168067226891;0;0;0;0;0,000865800865800866;0,00106194690265487;0,00139017608897127;0;0,00105610561056106;0;0,0033112582781457
"zaawansowany";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zabawa";0;0;0;0;0,000663408027110675;0;0;0,000609509934345022;0;0;0;0,00573315578984534;0;0;0;0;0;0,000306525161041236;0;0
"zabawka";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"zabiæ";0;0;0;0,000683176771989752;0,001;0,00183823529411765;0,0014760147601476;0,0019687623047644;0;0;0;0;0;0,0025974025974026;0,00353982300884956;0,00278035217794254;0;0,00184818481848185;0;0,0033112582781457
"zabieraæ";0;0;0,00480001288935438;0,00472213052821199;0,00181029057541365;0,0021176527453034;0,00340074713932118;0,000604805404092427;0;0;0;0;0;0,00299221582713;0,0012233661169328;0;0;0,00106455731407463;0;0
"zabijaæ";0;0;0;0,0017707989480795;0,0019748624459058;0,00494118973904127;0,00510112070898177;0,000604805404092427;0;0;0;0;0;0;0,0012233661169328;0,000533829051642748;0;0,000608318465185505;0;0,00381457977961937
"zabijaj¹c";0;0;0,00967470039536401;0;0;0;0;0;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0,00768850362545484
"zabita";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"zabity";0;0;0;0;0,000331704013555337;0,00142275005814177;0,00171360007002757;0,000304754967172511;0;0;0;0;0;0;0;0;0;0;0;0
"zabitych";0;0;0;0,000467457829917371;0;0;0;0;0;0;0;0;0;0;0;0;0,00995260216060439;0,000361315589988938;0;0
"zablokowaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00352771125120782;0;0;0;0;0
"zabójca";0;0;0;0;0,00199022408133202;0,00284550011628353;0;0;0;0;0;0;0;0;0,00082192144951765;0;0;0,000613050322082472;0;0
"zabójstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"zabraæ";0;0;0;0,00180622113733542;0,000188846870698195;0,00121500744015383;0,000975592689953773;0,00121452902798419;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0;0;0,00104707175832662;0;0
"zabudowania";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zachêcaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zachodziæ";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"zachorowanie";0;0,0452391007300199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00995260216060439;0;0,0405476384320919;0
"zachowaæ";0;0;0;0;0;0;0;0,000525003281270508;0;0;0,00469483568075117;0;0;0,00173160173160173;0,00212389380530973;0;0;0,000528052805280528;0;0
"zachowanie";0;0;0;0;0,000285714285714286;0;0;0,00157500984381152;0;0,00732600732600733;0;0;0;0,00173160173160173;0;0;0;0,00105610561056106;0;0
"zachowywaæ";0;0;0;0;0,000995112040666012;0;0;0;0;0;0;0;0;0;0,00082192144951765;0;0,0084433748904995;0,000306525161041236;0;0
"zachód";0,019206776099412;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"zachwycaæ";0;0;0;0;0,000390995084880887;0;0;0;0;0;0,00642480186423992;0;0;0;0;0;0;0,000361315589988938;0;0
"zachwyciæ";0;0;0;0;0,00047456115641248;0;0;0,00174402314996055;0;0;0;0;0;0;0;0;0;0;0;0
"zaciêty";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"zacz¹æ";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0,00346320346320346;0;0,00092678405931418;0;0;0;0
"zaczepiaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"zaczynaæ";0;0;0,0035937353177086;0,00176771267549117;0,000616068911607189;0,0021139619515933;0,000636528764760196;0,000679220220173302;0;0;0;0,00212962092901251;0;0,00298700078355001;0,00152654243584082;0;0;0,00125247013052815;0;0,00285594859685452
"zadaæ";0;0;0;0,000467457829917371;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"zadanie";0;0;0;0,000296663636919933;0;0;0;0,000227978159097809;0;0;0;0;0;0;0,00307427538790479;0,00402448006062606;0;0,00252232627535687;0;0,00575154170253711
"zadawaæ";0;0;0;0;0,000663408027110675;0;0;0,000609509934345022;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"zadbaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"zadbany";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0,00820229159231447;0;0;0;0;0;0;0;0
"zadebiutowaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0,00820229159231447;0;0;0;0;0;0;0;0
